Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH
NMC,1,D3-100,2.1,1.9155,5,5,4.560714286,3.4858,3.5072,3.5246,3.5035,3.4877,3.4681,3.4452,3.4654,3.4849,3.5277,3.5599,3.5187,3.4889,3.453,3.4009,3.4381,3.484,3.5636,3.6241,3.5469,3.4923,0.912142857
NMC,2,D3-200,2.1,1.8499,5,5,4.40452381,3.4877,3.5047,3.5317,3.5106,3.4895,3.4706,3.4406,3.4598,3.4864,3.5249,3.5711,3.532,3.4914,3.453,3.3903,3.4312,3.4855,3.5692,3.6396,3.5596,3.4945,0.880904762
NMC,3,D3-300,2.1,1.8004,5,5,4.286666667,3.4858,3.5013,3.5305,3.5131,3.4877,3.4678,3.4387,3.4588,3.4849,3.5258,3.5701,3.5292,3.4892,3.4483,3.3891,3.4309,3.4836,3.5565,3.6399,3.5658,3.4929,0.857333333
NMC,4,D3-400,2.1,1.7452,5,5,4.155238095,3.4898,3.5084,3.5385,3.5199,3.4917,3.4728,3.4375,3.4576,3.4886,3.5267,3.581,3.541,3.4936,3.4539,3.3832,3.4226,3.4874,3.5689,3.6532,3.5773,3.4973,0.831047619
NMC,5,D3-500,2.1,1.6421,5,5,3.909761905,3.4979,3.5162,3.5494,3.5292,3.5001,3.4799,3.4424,3.4635,3.4967,3.5329,3.594,3.5556,3.5016,3.4672,3.386,3.4269,3.4957,3.5658,3.6684,3.5968,3.506,0.781952381
NMC,6,D3-600,2.1,1.5016,5,5,3.575238095,3.506,3.5221,3.5618,3.5416,3.5081,3.4877,3.4464,3.4666,3.5047,3.5475,3.6089,3.5717,3.51,3.4675,3.3875,3.43,3.5038,3.589,3.6855,3.6073,3.5146,0.715047619
NMC,7,D4-100,2.1,1.9134,5,5,4.555714286,3.4861,3.5057,3.5243,3.5053,3.4883,3.4728,3.4464,3.4681,3.4855,3.5212,3.5593,3.5218,3.4895,3.457,3.403,3.443,3.4846,3.5562,3.6222,3.5416,3.4926,0.911142857
NMC,8,D4-200,2.1,1.8448,5,5,4.392380952,3.4886,3.5072,3.5317,3.5143,3.4905,3.475,3.4421,3.4626,3.4877,3.5239,3.5704,3.5305,3.4917,3.452,3.3922,3.4325,3.4864,3.5525,3.6387,3.5621,3.4948,0.87847619
NMC,9,D4-300,2.1,1.7955,5,5,4.275,3.4867,3.5053,3.5311,3.5128,3.4889,3.4688,3.4402,3.4607,3.4858,3.5255,3.5704,3.5301,3.4905,3.4564,3.3903,3.4281,3.4849,3.5503,3.6402,3.568,3.4939,0.855
NMC,10,D4-400,2.1,1.7384,5,5,4.139047619,3.4914,3.5075,3.5404,3.5215,3.4936,3.4787,3.4387,3.4588,3.4902,3.5233,3.5822,3.5463,3.4951,3.4588,3.3838,3.4201,3.4889,3.5683,3.6532,3.5807,3.4988,0.827809524
NMC,11,D4-500,2.1,1.6765,5,5,3.991666667,3.4982,3.5177,3.5509,3.5314,3.5004,3.4821,3.4399,3.4598,3.4967,3.532,3.5953,3.5599,3.5019,3.4691,3.3823,3.4185,3.4954,3.5751,3.6675,3.5971,3.5063,0.798333333
NMC,12,D4-600,2.1,1.6112,5,5,3.836190476,3.5026,3.5199,3.5571,3.5388,3.505,3.4861,3.443,3.4626,3.5013,3.5329,3.6024,3.567,3.5069,3.4753,3.3832,3.4204,3.5001,3.5785,3.6759,3.603,3.5112,0.767238095
NMC,13,E3-200,2.1,1.8787,5,5,4.473095238,3.4871,3.5069,3.5292,3.5106,3.4889,3.4722,3.4418,3.4588,3.4858,3.5249,3.567,3.5301,3.4908,3.4526,3.3931,3.4319,3.4849,3.5605,3.6334,3.563,3.4939,0.894619048
NMC,14,E3-300,2.1,1.8272,5,5,4.35047619,3.4864,3.5041,3.5301,3.5119,3.4883,3.4694,3.4406,3.4573,3.4852,3.5249,3.568,3.5311,3.4902,3.4505,3.3916,3.4291,3.484,3.5472,3.6365,3.5624,3.4936,0.870095238
NMC,15,E3-400,2.1,1.7676,5,5,4.208571429,3.4917,3.5066,3.5398,3.5199,3.4939,3.4771,3.4399,3.4567,3.4908,3.5233,3.5813,3.5463,3.4954,3.4629,3.3857,3.4263,3.4898,3.5562,3.6523,3.5859,3.4995,0.841714286
NMC,16,E3-500,2.1,1.6929,5,5,4.030714286,3.4988,3.5165,3.5487,3.5292,3.5007,3.484,3.4449,3.4635,3.4979,3.5336,3.5915,3.554,3.5026,3.4641,3.3891,3.4275,3.4964,3.563,3.6635,3.5931,3.5066,0.806142857
NMC,17,E3-600,2.1,1.5726,5,5,3.744285714,3.5084,3.5286,3.5611,3.5438,3.5106,3.4929,3.4526,3.4719,3.5075,3.541,3.6058,3.5673,3.5128,3.4737,3.395,3.4362,3.5063,3.5828,3.6799,3.6058,3.5171,0.748857143
NMC,18,E4-100,2.1,1.9052,5,5,4.536190476,3.4864,3.5069,3.5246,3.506,3.4883,3.4672,3.4455,3.466,3.4852,3.5264,3.5596,3.5215,3.4895,3.4477,3.4021,3.4375,3.4843,3.5683,3.6228,3.5528,3.4926,0.907238095
NMC,19,E4-200,2.1,1.8324,5,5,4.362857143,3.4883,3.5084,3.5323,3.515,3.4902,3.4694,3.4406,3.4588,3.4871,3.5274,3.5711,3.5367,3.4914,3.4502,3.3897,3.4278,3.4855,3.5686,3.6399,3.5624,3.4948,0.872571429
NMC,20,E4-300,2.1,1.7794,5,5,4.236666667,3.4874,3.5063,3.532,3.5122,3.4895,3.4697,3.4396,3.4604,3.4858,3.5184,3.572,3.5342,3.4908,3.4564,3.3888,3.4297,3.4849,3.5667,3.6421,3.5642,3.4948,0.847333333
NMC,21,E4-400,2.1,1.7229,5,5,4.102142857,3.4926,3.5075,3.5422,3.5243,3.4948,3.4778,3.4399,3.4607,3.492,3.5317,3.5847,3.5466,3.4967,3.4579,3.3844,3.4238,3.4908,3.5646,3.6566,3.581,3.5001,0.820428571
NMC,22,E4-500,2.1,1.6562,5,5,3.943333333,3.4929,3.5081,3.5388,3.5193,3.4951,3.4762,3.4452,3.4641,3.4923,3.5252,3.5794,3.5413,3.497,3.4582,3.395,3.4288,3.4911,3.568,3.6504,3.5791,3.5007,0.788666667
NMC,23,E4-600,2.1,1.5474,5,5,3.684285714,3.5066,3.5252,3.5608,3.5407,3.5088,3.4926,3.4486,3.4672,3.506,3.5401,3.6061,3.5717,3.5109,3.4725,3.3903,3.4303,3.5047,3.5797,3.6805,3.607,3.5153,0.736857143
NMC,24,H3-100,2.1,1.8995,5,5,4.522619048,3.4867,3.5066,3.5258,3.505,3.4886,3.4725,3.4452,3.465,3.4855,3.5283,3.5611,3.5249,3.4898,3.4483,3.4006,3.4443,3.4846,3.5639,3.625,3.5429,3.4929,0.90452381
NMC,25,H3-200,2.1,1.8332,5,5,4.364761905,3.488,3.5088,3.5332,3.5119,3.4895,3.4688,3.4387,3.4595,3.4867,3.528,3.5729,3.5314,3.4911,3.4489,3.3866,3.4266,3.4855,3.5704,3.6427,3.5664,3.4945,0.872952381
NMC,26,H3-400,2.1,1.7239,5,5,4.10452381,3.4936,3.5137,3.5444,3.523,3.4957,3.4762,3.4378,3.457,3.492,3.528,3.5884,3.5472,3.4973,3.4573,3.3801,3.4223,3.4908,3.563,3.6622,3.589,3.501,0.820904762
NMC,27,H3-500,2.1,1.6369,5,5,3.897380952,3.5019,3.5181,3.5549,3.5367,3.5041,3.488,3.444,3.4626,3.5004,3.5407,3.6005,3.5618,3.506,3.4635,3.3847,3.4266,3.4991,3.5841,3.6755,3.598,3.5103,0.77947619
NMC,28,H3-600,2.1,1.5406,5,5,3.668095238,3.5094,3.5292,3.5652,3.5456,3.5115,3.4948,3.4483,3.4703,3.5075,3.5512,3.612,3.5717,3.5134,3.4712,3.3878,3.4306,3.5066,3.5931,3.6883,3.6092,3.5181,0.733619048
NMC,29,H4-100,2.1,1.8972,5,5,4.517142857,3.4867,3.5072,3.5243,3.5063,3.4883,3.4672,3.4468,3.4647,3.4852,3.5236,3.5584,3.5171,3.4902,3.4489,3.4043,3.4471,3.4843,3.5673,3.6207,3.5416,3.4929,0.903428571
NMC,30,H4-200,2.1,1.8208,5,5,4.335238095,3.488,3.5032,3.5311,3.5109,3.4902,3.4743,3.4418,3.4592,3.4864,3.5212,3.5689,3.5289,3.4917,3.4567,3.3925,3.4325,3.4855,3.5677,3.6362,3.558,3.4948,0.867047619
NMC,31,H4-300,2.1,1.757,5,5,4.183333333,3.4908,3.5078,3.5348,3.5143,3.4926,3.4716,3.443,3.4638,3.4889,3.5224,3.5742,3.5336,3.4942,3.4557,3.3931,3.4331,3.4877,3.5708,3.6442,3.5754,3.4976,0.836666667
NMC,32,H4-400,2.1,1.6401,5,5,3.905,3.5007,3.5202,3.5503,3.5292,3.5032,3.4858,3.448,3.4697,3.4995,3.5391,3.5934,3.5522,3.5047,3.4663,3.3934,3.4306,3.4982,3.5779,3.6669,3.5909,3.5084,0.781
NMC,33,H4-500,2.1,1.4317,5,5,3.408809524,3.5187,3.5401,3.5695,3.5472,3.5208,3.5001,3.4654,3.4883,3.5174,3.5549,3.6148,3.5729,3.523,3.4877,3.4108,3.4533,3.5165,3.6058,3.6917,3.6129,3.5274,0.681761905
NMC,34,H4-600,2.1,1.286,5,5,3.061904762,3.5255,3.5441,3.5825,3.5608,3.5277,3.5103,3.465,3.4883,3.5243,3.5652,3.6309,3.5925,3.5298,3.4889,3.4064,3.4455,3.523,3.6052,3.7103,3.6263,3.5345,0.612380952
NMC,35,I3-100,2.1,1.9383,5,5,4.615,3.4846,3.5047,3.5239,3.5026,3.4864,3.4654,3.443,3.4616,3.4836,3.5252,3.5596,3.5218,3.488,3.4455,3.3981,3.4378,3.4827,3.5556,3.6238,3.5438,3.4911,0.923
NMC,36,I3-200,2.1,1.8665,5,5,4.444047619,3.4871,3.5078,3.5332,3.5122,3.4892,3.4694,3.4368,3.4554,3.4861,3.5224,3.5739,3.5332,3.4908,3.448,3.3835,3.4235,3.4852,3.5658,3.6445,3.5686,3.4939,0.888809524
NMC,37,I3-300,2.1,1.8076,5,5,4.303809524,3.4867,3.5069,3.5342,3.5153,3.4889,3.4681,3.4356,3.4567,3.4855,3.527,3.576,3.5351,3.4905,3.4477,3.3816,3.4241,3.4843,3.5633,3.6489,3.5677,3.4939,0.860761905
NMC,38,I3-400,2.1,1.745,5,5,4.154761905,3.4951,3.5159,3.5484,3.5274,3.497,3.4774,3.4359,3.4561,3.4936,3.536,3.5934,3.5522,3.4988,3.4561,3.3751,3.4111,3.4923,3.5757,3.6687,3.5984,3.5029,0.830952381
NMC,39,I3-500,2.1,1.6856,5,5,4.013333333,3.4942,3.5125,3.5441,3.5246,3.4964,3.4771,3.4399,3.4613,3.4926,3.5264,3.5881,3.5497,3.4982,3.4564,3.3835,3.4232,3.4914,3.5636,3.6631,3.5859,3.5026,0.802666667
NMC,40,I3-600,2.1,1.6119,5,5,3.837857143,3.5075,3.5286,3.5655,3.5441,3.5103,3.4889,3.443,3.4644,3.506,3.5441,3.6126,3.5754,3.5122,3.4691,3.3792,3.4226,3.5047,3.5838,3.6886,3.6132,3.5168,0.767571429
NMC,41,I4-100,2.1,1.8945,5,5,4.510714286,3.4858,3.505,3.5246,3.5038,3.4877,3.4685,3.4452,3.4657,3.4849,3.5239,3.5593,3.5171,3.4889,3.4468,3.4012,3.4381,3.484,3.5686,3.6228,3.5435,3.492,0.902142857
NMC,42,I4-200,2.1,1.8275,5,5,4.351190476,3.4874,3.5057,3.5323,3.5119,3.4892,3.4685,3.4393,3.4607,3.4864,3.5277,3.5717,3.5308,3.4911,3.4523,3.3882,3.4257,3.4855,3.563,3.6411,3.5605,3.4942,0.870238095
NMC,43,I4-400,2.1,1.7245,5,5,4.105952381,3.4929,3.5112,3.5441,3.5252,3.4951,3.4743,3.4375,3.4585,3.492,3.5311,3.5878,3.5478,3.4967,3.4564,3.3798,3.4226,3.4905,3.5642,3.6616,3.5875,3.5004,0.821190476
NMC,44,I4-500,2.1,1.6775,5,5,3.994047619,3.4933,3.5125,3.5422,3.5236,3.4954,3.4765,3.4409,3.4619,3.4923,3.5329,3.585,3.5481,3.4973,3.4564,3.386,3.4247,3.4911,3.5708,3.6585,3.5835,3.501,0.798809524
NMC,45,I4-600,2.1,1.5797,5,5,3.761190476,3.5041,3.5246,3.5599,3.5425,3.5063,3.4864,3.4437,3.465,3.5032,3.5388,3.6064,3.5698,3.5084,3.4666,3.3829,3.426,3.5019,3.5739,3.6814,3.6104,3.5131,0.752238095
NMC,46,J1-100,2.1,1.9212,5,5,4.574285714,3.4871,3.5041,3.5258,3.5053,3.4889,3.4712,3.4468,3.4672,3.4864,3.5233,3.5608,3.5199,3.4905,3.4554,3.4027,3.4437,3.4855,3.5593,3.6241,3.5453,3.4933,0.914857143
NMC,47,J1-200,2.1,1.8448,5,5,4.392380952,3.4895,3.5088,3.5339,3.514,3.4914,3.4731,3.4421,3.461,3.4886,3.5274,3.5732,3.5354,3.4929,3.4539,3.3906,3.4288,3.4874,3.5655,3.6421,3.5689,3.496,0.87847619
NMC,48,J1-300,2.1,1.7948,5,5,4.273333333,3.4889,3.5057,3.5339,3.5143,3.4908,3.4719,3.4415,3.4607,3.4877,3.5224,3.5732,3.5373,3.4923,3.4582,3.3906,3.4272,3.4867,3.5562,3.6436,3.5726,3.4957,0.854666667
NMC,49,J1-400,2.1,1.7234,5,5,4.103333333,3.4964,3.5153,3.546,3.5252,3.4985,3.4781,3.4424,3.4598,3.4948,3.5348,3.5887,3.5518,3.5001,3.4604,3.3863,3.4291,3.4939,3.5686,3.6613,3.5847,3.5041,0.820666667
NMC,50,J1-500,2.1,1.6197,5,5,3.856428571,3.5016,3.519,3.5484,3.5292,3.5041,3.4843,3.4526,3.4712,3.5007,3.5345,3.59,3.5518,3.506,3.4678,3.4009,3.4375,3.4995,3.5683,3.6625,3.5884,3.51,0.771285714
NMC,51,J1-600,2.1,1.469,5,5,3.497619048,3.5131,3.5305,3.5704,3.5503,3.5153,3.497,3.4508,3.4725,3.5115,3.5518,3.6179,3.5773,3.5171,3.4747,3.3897,3.4281,3.5103,3.5881,3.6938,3.617,3.5221,0.69952381
NMC,52,J2-100,2.1,1.9156,5,5,4.560952381,3.4892,3.5109,3.5314,3.5106,3.4911,3.4716,3.4452,3.4672,3.4886,3.5289,3.5695,3.5261,3.4923,3.4523,3.3968,3.4409,3.4877,3.5757,3.639,3.5515,3.4957,0.912190476
NMC,53,J2-200,2.1,1.8418,5,5,4.385238095,3.492,3.5115,3.5413,3.5205,3.4939,3.4728,3.4396,3.4604,3.4914,3.5348,3.5847,3.5429,3.4957,3.4582,3.3835,3.4263,3.4905,3.5673,3.6597,3.577,3.4988,0.877047619
NMC,54,J2-300,2.1,1.7876,5,5,4.256190476,3.4908,3.5103,3.5394,3.5193,3.4926,3.474,3.4396,3.4616,3.4902,3.532,3.5825,3.541,3.4945,3.4579,3.3854,3.4291,3.4889,3.5639,3.6576,3.5763,3.4982,0.851238095
NMC,55,J2-400,2.1,1.7164,5,5,4.086666667,3.4964,3.5134,3.5497,3.528,3.4988,3.4781,3.4384,3.4595,3.4948,3.5407,3.5953,3.5584,3.5004,3.4647,3.3795,3.4235,3.4939,3.5658,3.6715,3.5931,3.5041,0.817333333
NMC,56,J2-500,2.1,1.5775,5,5,3.755952381,3.5047,3.5236,3.5599,3.5379,3.5069,3.4846,3.4446,3.4632,3.5029,3.5472,3.6073,3.5646,3.5084,3.4638,3.3844,3.4235,3.5016,3.5807,3.6852,3.6033,3.5131,0.751190476
NMC,57,J2-600,2.1,1.4437,5,5,3.437380952,3.5134,3.5342,3.572,3.55,3.5156,3.4951,3.4495,3.4722,3.5119,3.5543,3.6213,3.5791,3.5177,3.4762,3.3872,3.4334,3.5103,3.5856,3.7016,3.625,3.5227,0.68747619
NMC,58,J3-200,2.1,1.8194,5,5,4.331904762,3.488,3.5075,3.5314,3.5122,3.4898,3.4697,3.4415,3.4613,3.4864,3.527,3.5701,3.5311,3.4914,3.4511,3.3913,3.4312,3.4855,3.5664,3.639,3.5624,3.4945,0.866380952
NMC,59,J3-300,2.1,1.7594,5,5,4.189047619,3.4892,3.5069,3.5332,3.5137,3.4911,3.4709,3.4418,3.4623,3.4874,3.528,3.5729,3.5326,3.4926,3.4536,3.3919,3.4334,3.4864,3.5574,3.6436,3.5652,3.4964,0.837809524
NMC,60,J3-400,2.1,1.6817,5,5,4.004047619,3.4942,3.5153,3.5422,3.5227,3.4964,3.4759,3.4437,3.465,3.4936,3.5305,3.5838,3.5444,3.4985,3.4567,3.3906,3.4334,3.492,3.5692,3.6566,3.5828,3.5019,0.800809524
NMC,61,J3-500,2.1,1.4958,5,5,3.561428571,3.5134,3.5332,3.5599,3.5385,3.5159,3.4948,3.4663,3.4877,3.5128,3.5525,3.6018,3.5608,3.5177,3.4771,3.417,3.4557,3.5119,3.5943,3.6759,3.5949,3.5221,0.712285714
NMC,62,J3-600,2.1,1.301,5,5,3.097619048,3.5177,3.5404,3.5723,3.5503,3.5199,3.5016,3.461,3.4846,3.5171,3.5534,3.6201,3.5754,3.5224,3.4762,3.4046,3.4483,3.5159,3.6055,3.6994,3.6148,3.5264,0.61952381
NMC,63,J4-100,2.1,1.8809,5,5,4.478333333,3.4858,3.5029,3.523,3.5029,3.4877,3.4694,3.4471,3.4678,3.4846,3.5215,3.5571,3.5168,3.4892,3.4523,3.4058,3.443,3.4836,3.5608,3.6197,3.5447,3.4926,0.895666667
NMC,64,J4-200,2.1,1.8001,5,5,4.285952381,3.4889,3.5078,3.5311,3.5119,3.4911,3.4712,3.4443,3.4641,3.4877,3.5267,3.5692,3.5301,3.4926,3.4536,3.3968,3.4368,3.4867,3.5593,3.6365,3.5664,3.4957,0.857190476
NMC,65,J4-400,2.1,1.6412,5,5,3.907619048,3.4964,3.515,3.5438,3.5261,3.4982,3.4796,3.4458,3.4666,3.4951,3.5305,3.5856,3.5472,3.5001,3.465,3.3937,3.434,3.4942,3.5621,3.6579,3.5828,3.5041,0.78152381
NMC,66,J4-500,2.1,1.4674,5,5,3.493809524,3.5106,3.5298,3.559,3.5382,3.5128,3.4923,3.4601,3.4809,3.5094,3.5475,3.6021,3.5624,3.5146,3.4768,3.408,3.4433,3.5084,3.5754,3.6768,3.6015,3.519,0.698761905
NMC,67,J4-600,2.1,1.3856,5,5,3.299047619,3.5112,3.5286,3.5677,3.5469,3.5134,3.4939,3.4508,3.4722,3.51,3.5484,3.6151,3.5745,3.5156,3.4799,3.3916,3.4353,3.5091,3.5853,3.6926,3.6139,3.5205,0.659809524
NMC,1,D3-100,2.1,1.9155,5,10,9.121428571,3.5255,3.5466,3.5593,3.5385,3.5267,3.5106,3.4914,3.5125,3.5246,3.5627,3.5912,3.5531,3.528,3.4877,3.4564,3.4973,3.5239,3.608,3.6514,3.5704,3.5311,0.912142857
NMC,2,D3-200,2.1,1.8499,5,10,8.809047619,3.5311,3.5512,3.5689,3.5494,3.5326,3.5134,3.4923,3.5119,3.5305,3.568,3.6046,3.567,3.5339,3.4936,3.4523,3.4948,3.5295,3.6002,3.6693,3.5959,3.5363,0.880904762
NMC,3,D3-300,2.1,1.8004,5,10,8.573333333,3.5348,3.5543,3.5745,3.5549,3.5363,3.5177,3.4942,3.5134,3.5339,3.5748,3.6114,3.5711,3.5376,3.5004,3.453,3.4948,3.5332,3.6083,3.6783,3.6046,3.541,0.857333333
NMC,4,D3-400,2.1,1.7452,5,10,8.31047619,3.5398,3.5596,3.5822,3.5624,3.5413,3.5215,3.4954,3.5159,3.5388,3.5708,3.6213,3.5819,3.5425,3.506,3.4499,3.4871,3.5379,3.6185,3.6892,3.6176,3.546,0.831047619
NMC,5,D3-500,2.1,1.6421,5,10,7.81952381,3.5484,3.5661,3.5943,3.5763,3.5503,3.5326,3.5007,3.5215,3.5475,3.5881,3.6349,3.6008,3.5518,3.5159,3.4517,3.4939,3.5466,3.6216,3.7041,3.6334,3.5553,0.781952381
NMC,6,D3-600,2.1,1.5016,5,10,7.15047619,3.5608,3.5782,3.6104,3.5903,3.5627,3.5463,3.5072,3.5283,3.5596,3.5934,3.6532,3.6166,3.5642,3.5305,3.4539,3.4917,3.5587,3.6275,3.7251,3.6495,3.5686,0.715047619
NMC,7,D4-100,2.1,1.9134,5,10,9.111428571,3.5255,3.5425,3.5587,3.541,3.527,3.5069,3.4926,3.5128,3.5252,3.5652,3.59,3.5503,3.5286,3.4895,3.4585,3.5007,3.5246,3.603,3.6492,3.5788,3.5311,0.911142857
NMC,8,D4-200,2.1,1.8448,5,10,8.784761905,3.5317,3.5472,3.5692,3.5487,3.5332,3.5159,3.4936,3.5112,3.5311,3.5717,3.6042,3.5673,3.5345,3.4939,3.4539,3.496,3.5305,3.5999,3.6681,3.5912,3.5373,0.87847619
NMC,9,D4-300,2.1,1.7955,5,10,8.55,3.536,3.5515,3.5754,3.5553,3.5376,3.5177,3.496,3.5168,3.5354,3.5757,3.612,3.5776,3.5388,3.4988,3.4542,3.4908,3.5348,3.6154,3.6786,3.6086,3.5419,0.855
NMC,10,D4-400,2.1,1.7384,5,10,8.278095238,3.5416,3.5608,3.5841,3.5661,3.5432,3.527,3.497,3.5137,3.5407,3.5763,3.6225,3.5878,3.5447,3.5088,3.4514,3.4886,3.5398,3.612,3.6895,3.6216,3.5478,0.827809524
NMC,11,D4-500,2.1,1.6765,5,10,7.983333333,3.5478,3.5664,3.5946,3.5763,3.5497,3.5308,3.4979,3.5184,3.5469,3.5838,3.6346,3.5984,3.5509,3.5153,3.4477,3.4874,3.5456,3.6185,3.7022,3.6337,3.5546,0.798333333
NMC,12,D4-600,2.1,1.6112,5,10,7.672380952,3.554,3.5704,3.6024,3.5841,3.5559,3.536,3.5016,3.5193,3.5528,3.5906,3.6439,3.6108,3.5574,3.5227,3.4486,3.4843,3.5518,3.6309,3.7127,3.6473,3.5615,0.767238095
NMC,13,E3-200,2.1,1.8787,5,10,8.946190476,3.5314,3.55,3.5677,3.5491,3.5329,3.5177,3.4939,3.5134,3.5305,3.5698,3.6018,3.5636,3.5342,3.501,3.4554,3.4942,3.5298,3.6083,3.6638,3.59,3.5367,0.894619048
NMC,14,E3-300,2.1,1.8272,5,10,8.700952381,3.5363,3.5534,3.5751,3.558,3.5382,3.519,3.4973,3.5156,3.5357,3.5704,3.6108,3.576,3.5398,3.5032,3.457,3.4933,3.5348,3.6092,3.6755,3.6061,3.5425,0.870095238
NMC,15,E3-400,2.1,1.7676,5,10,8.417142857,3.5441,3.5618,3.5863,3.5667,3.546,3.5277,3.5013,3.5184,3.5435,3.576,3.6238,3.5912,3.5475,3.5137,3.4564,3.4945,3.5429,3.6204,3.6901,3.6197,3.5503,0.841714286
NMC,16,E3-500,2.1,1.6929,5,10,8.061428571,3.5518,3.5708,3.5965,3.5773,3.554,3.5394,3.506,3.5255,3.5512,3.5881,3.6352,3.599,3.5553,3.5199,3.4588,3.4982,3.5503,3.6281,3.7022,3.6315,3.5587,0.806142857
NMC,17,E3-600,2.1,1.5726,5,10,7.488571429,3.5642,3.5822,3.6111,3.5921,3.5661,3.5478,3.515,3.5345,3.5636,3.5999,3.652,3.6132,3.5677,3.5314,3.4635,3.4995,3.5627,3.6427,3.7208,3.6514,3.5717,0.748857143
NMC,18,E4-100,2.1,1.9052,5,10,9.072380952,3.5252,3.5407,3.559,3.5388,3.527,3.5115,3.4917,3.5131,3.5243,3.5646,3.5903,3.5549,3.5283,3.4871,3.4573,3.4995,3.5236,3.6058,3.6495,3.5797,3.5308,0.907238095
NMC,19,E4-200,2.1,1.8324,5,10,8.725714286,3.5329,3.5509,3.5714,3.5525,3.5348,3.5153,3.4939,3.5115,3.532,3.5642,3.607,3.568,3.536,3.5041,3.4533,3.4923,3.5314,3.607,3.6715,3.5962,3.5388,0.872571429
NMC,20,E4-300,2.1,1.7794,5,10,8.473333333,3.5382,3.5571,3.5785,3.5584,3.5398,3.5243,3.497,3.5171,3.5373,3.5695,3.6154,3.576,3.541,3.5004,3.4548,3.4954,3.5363,3.6092,3.6827,3.6104,3.5444,0.847333333
NMC,21,E4-400,2.1,1.7229,5,10,8.204285714,3.546,3.5624,3.5897,3.5698,3.5478,3.532,3.5016,3.5208,3.546,3.585,3.6278,3.5915,3.5491,3.5119,3.4554,3.4967,3.5447,3.6123,3.6957,3.6275,3.5525,0.820428571
NMC,22,E4-500,2.1,1.6562,5,10,7.886666667,3.5494,3.5686,3.5918,3.5732,3.5515,3.5336,3.5069,3.5239,3.5491,3.5872,3.63,3.5953,3.5531,3.514,3.4619,3.4964,3.5481,3.6207,3.6982,3.6281,3.5562,0.788666667
NMC,23,E4-600,2.1,1.5474,5,10,7.368571429,3.5636,3.5832,3.6114,3.5918,3.5658,3.5494,3.5128,3.5329,3.5633,3.5974,3.6526,3.6135,3.5677,3.5283,3.4604,3.5007,3.5624,3.6433,3.722,3.6523,3.5714,0.736857143
NMC,24,H3-100,2.1,1.8995,5,10,9.045238095,3.5252,3.5453,3.559,3.5376,3.5264,3.5072,3.4908,3.51,3.5239,3.5652,3.5906,3.5491,3.5277,3.4861,3.4557,3.4933,3.5233,3.5959,3.6511,3.572,3.5301,0.90452381
NMC,25,H3-200,2.1,1.8332,5,10,8.72952381,3.5317,3.5472,3.5708,3.5515,3.5329,3.5125,3.4911,3.5122,3.5305,3.5639,3.6067,3.568,3.5345,3.4988,3.4495,3.4914,3.5298,3.6132,3.6731,3.5987,3.537,0.872952381
NMC,26,H3-400,2.1,1.7239,5,10,8.209047619,3.5456,3.5652,3.5903,3.5689,3.5472,3.527,3.4988,3.5184,3.5447,3.5844,3.6303,3.5928,3.5487,3.5131,3.4508,3.4936,3.5438,3.6117,3.6997,3.6306,3.5522,0.820904762
NMC,27,H3-500,2.1,1.6369,5,10,7.794761905,3.5556,3.5732,3.6024,3.5825,3.5574,3.5367,3.506,3.5252,3.5543,3.5918,3.6433,3.603,3.559,3.5255,3.4557,3.4976,3.5534,3.6213,3.7131,3.6374,3.5624,0.77947619
NMC,28,H3-600,2.1,1.5406,5,10,7.336190476,3.5652,3.5828,3.6148,3.5965,3.567,3.5456,3.5112,3.5329,3.5636,3.6049,3.6573,3.6179,3.5686,3.5261,3.457,3.4951,3.5627,3.6483,3.7286,3.6542,3.5726,0.733619048
NMC,29,H4-100,2.1,1.8972,5,10,9.034285714,3.5274,3.5444,3.5599,3.5404,3.5289,3.5094,3.4948,3.5159,3.5264,3.5593,3.5906,3.5537,3.5305,3.4926,3.4613,3.5004,3.5255,3.6052,3.6492,3.5711,3.5332,0.903428571
NMC,30,H4-200,2.1,1.8208,5,10,8.67047619,3.5367,3.5531,3.5735,3.5531,3.5385,3.5196,3.4985,3.5187,3.5354,3.5742,3.6077,3.568,3.5398,3.505,3.4601,3.4982,3.5348,3.6154,3.6712,3.594,3.5425,0.867047619
NMC,31,H4-300,2.1,1.757,5,10,8.366666667,3.5463,3.5639,3.5856,3.5661,3.5478,3.5286,3.5053,3.5252,3.5444,3.5828,3.6219,3.5838,3.5491,3.5109,3.4641,3.5044,3.5438,3.6222,3.6886,3.6197,3.5522,0.836666667
NMC,32,H4-400,2.1,1.6401,5,10,7.81,3.5599,3.5791,3.603,3.5819,3.5615,3.5429,3.5146,3.5379,3.559,3.5937,3.6421,3.6033,3.563,3.5218,3.4691,3.5112,3.558,3.639,3.7106,3.6387,3.5664,0.781
NMC,33,H4-500,2.1,1.4317,5,10,6.817619048,3.5813,3.6027,3.6263,3.6058,3.5832,3.5639,3.5342,3.5528,3.5801,3.6173,3.6669,3.6247,3.5847,3.541,3.4861,3.527,3.5791,3.6659,3.7379,3.6594,3.5887,0.681761905
