Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH
NMC,33,H4-500,2.1,1.4317,5,25,17.04404762,3.7258,3.7453,3.7577,3.7397,3.7282,3.7084,3.6945,3.7143,3.7242,3.7639,3.7872,3.75,3.7304,3.6907,3.661,3.7003,3.7227,3.798,3.8436,3.7713,3.7351,0.681761905
NMC,34,H4-600,2.1,1.286,5,25,15.30952381,3.7487,3.7689,3.7791,3.7593,3.7512,3.7313,3.7193,3.7397,3.7468,3.7825,3.8073,3.7689,3.7537,3.7134,3.6895,3.7276,3.7453,3.8203,3.8625,3.7868,3.7583,0.612380952
NMC,35,I3-100,2.1,1.9383,5,25,23.075,3.6414,3.6594,3.6709,3.6507,3.6427,3.6238,3.6126,3.6318,3.6405,3.679,3.6991,3.6616,3.6436,3.6104,3.5832,3.6241,3.6399,3.718,3.7543,3.6817,3.6458,0.923
NMC,36,I3-200,2.1,1.8665,5,25,22.2202381,3.6483,3.6662,3.6817,3.6619,3.6495,3.6315,3.6148,3.6356,3.6473,3.687,3.7134,3.6771,3.6507,3.6111,3.5804,3.6204,3.6467,3.7202,3.7726,3.7034,3.6529,0.888809524
NMC,37,I3-300,2.1,1.8076,5,25,21.51904762,3.6566,3.674,3.6926,3.6724,3.6582,3.6387,3.6201,3.6408,3.6554,3.6914,3.7258,3.6886,3.6594,3.6191,3.5825,3.6247,3.6548,3.7332,3.7875,3.7131,3.6622,0.860761905
NMC,38,I3-400,2.1,1.745,5,25,20.77380952,3.6684,3.6845,3.7056,3.6867,3.6703,3.6501,3.629,3.6498,3.6669,3.7041,3.7388,3.7019,3.6715,3.6362,3.5881,3.6247,3.6659,3.7338,3.7996,3.7295,3.6752,0.830952381
NMC,39,I3-500,2.1,1.6856,5,25,20.06666667,3.674,3.6929,3.7106,3.6917,3.6762,3.6573,3.6356,3.6557,3.6724,3.7062,3.7437,3.7081,3.6777,3.6411,3.5953,3.6356,3.6709,3.7509,3.8039,3.7307,3.6821,0.802666667
NMC,40,I3-600,2.1,1.6119,5,25,19.18928571,3.6923,3.7084,3.7282,3.7103,3.6948,3.6752,3.6545,3.6743,3.6904,3.7273,3.7596,3.7227,3.6972,3.6573,3.6126,3.6535,3.6889,3.763,3.8182,3.7453,3.7022,0.767571429
NMC,41,I4-100,2.1,1.8945,5,25,22.55357143,3.6452,3.665,3.6743,3.6545,3.6464,3.629,3.6163,3.6352,3.6442,3.6814,3.7022,3.6635,3.6473,3.608,3.5878,3.6238,3.6436,3.7236,3.7565,3.6811,3.6495,0.902142857
NMC,42,I4-200,2.1,1.8275,5,25,21.75595238,3.652,3.6715,3.6845,3.6656,3.6535,3.634,3.6194,3.6387,3.6514,3.6907,3.7155,3.6771,3.6545,3.6185,3.5866,3.6213,3.6504,3.7199,3.7732,3.7007,3.6569,0.870238095
NMC,43,I4-400,2.1,1.7245,5,25,20.5297619,3.6712,3.6889,3.7072,3.6892,3.6731,3.6545,3.6346,3.6538,3.6703,3.7056,3.7394,3.7034,3.6743,3.6424,3.5956,3.63,3.6693,3.7437,3.7983,3.727,3.678,0.821190476
NMC,44,I4-500,2.1,1.6775,5,25,19.9702381,3.6759,3.6945,3.7109,3.6935,3.6777,3.6604,3.6393,3.6588,3.6746,3.7115,3.7428,3.7093,3.6793,3.6408,3.6005,3.6365,3.6737,3.7394,3.8014,3.7307,3.6833,0.798809524
NMC,45,I4-600,2.1,1.5797,5,25,18.80595238,3.696,3.7146,3.731,3.7127,3.6988,3.6793,3.6604,3.6793,3.6945,3.7335,3.762,3.7276,3.701,3.6622,3.6201,3.66,3.6932,3.7658,3.8197,3.7503,3.7056,0.752238095
NMC,46,J1-100,2.1,1.9212,5,25,22.87142857,3.6455,3.6641,3.6746,3.6557,3.6467,3.6284,3.6176,3.6362,3.6452,3.6793,3.7022,3.665,3.6476,3.6101,3.589,3.6263,3.6445,3.7196,3.7562,3.6845,3.6501,0.914857143
NMC,47,J1-200,2.1,1.8448,5,25,21.96190476,3.6532,3.6718,3.6855,3.6675,3.6548,3.6371,3.6216,3.6396,3.6529,3.6898,3.7162,3.6808,3.6557,3.6191,3.5887,3.6256,3.652,3.7261,3.7732,3.7038,3.6582,0.87847619
NMC,48,J1-300,2.1,1.7948,5,25,21.36666667,3.6619,3.6796,3.696,3.6774,3.6635,3.6473,3.6278,3.6455,3.6613,3.6951,3.7279,3.6932,3.665,3.63,3.5925,3.629,3.6604,3.7326,3.7868,3.7177,3.6678,0.854666667
NMC,49,J1-400,2.1,1.7234,5,25,20.51666667,3.6755,3.6929,3.7103,3.6917,3.6771,3.6622,3.6396,3.6573,3.6743,3.7056,3.7419,3.7053,3.679,3.6427,3.6018,3.6352,3.6734,3.7369,3.7992,3.732,3.6824,0.820666667
NMC,50,J1-500,2.1,1.6197,5,25,19.28214286,3.6923,3.7096,3.7261,3.7078,3.6948,3.6759,3.6582,3.6765,3.691,3.7258,3.7562,3.7208,3.6963,3.6619,3.6213,3.6585,3.6898,3.7574,3.8129,3.745,3.7007,0.771285714
NMC,51,J1-600,2.1,1.469,5,25,17.48809524,3.7146,3.7335,3.7472,3.7295,3.7171,3.6985,3.6814,3.6991,3.7127,3.7484,3.7769,3.7431,3.7196,3.6839,3.6449,3.683,3.7112,3.7844,3.8321,3.7645,3.7248,0.69952381
NMC,52,J2-100,2.1,1.9156,5,25,22.8047619,3.6458,3.6656,3.6777,3.6563,3.647,3.63,3.6148,3.6356,3.6455,3.6867,3.7078,3.6662,3.648,3.608,3.5835,3.6266,3.6449,3.7233,3.7667,3.6889,3.6501,0.912190476
NMC,53,J2-200,2.1,1.8418,5,25,21.92619048,3.6551,3.674,3.6907,3.6709,3.6563,3.6365,3.6194,3.6408,3.6545,3.6951,3.7248,3.6861,3.6576,3.617,3.5822,3.6222,3.6538,3.727,3.7878,3.7109,3.66,0.877047619
NMC,54,J2-300,2.1,1.7876,5,25,21.28095238,3.6638,3.683,3.701,3.6811,3.6653,3.6461,3.6263,3.6464,3.6628,3.7031,3.7351,3.6966,3.6666,3.6309,3.5872,3.6281,3.6619,3.7372,3.7986,3.723,3.6697,0.851238095
NMC,55,J2-400,2.1,1.7164,5,25,20.43333333,3.6774,3.6969,3.7143,3.6954,3.6793,3.6582,3.6383,3.6569,3.6759,3.7165,3.7475,3.709,3.6808,3.6408,3.5974,3.6393,3.6749,3.7555,3.8082,3.7332,3.6848,0.817333333
NMC,56,J2-500,2.1,1.5775,5,25,18.7797619,3.6945,3.7146,3.7307,3.7109,3.6966,3.6771,3.6566,3.6768,3.6926,3.7329,3.7633,3.7242,3.6988,3.6591,3.6148,3.6566,3.691,3.767,3.8228,3.7472,3.7034,0.751190476
NMC,57,J2-600,2.1,1.4437,5,25,17.18690476,3.7214,3.7419,3.7555,3.7363,3.7245,3.705,3.6873,3.7087,3.7196,3.7589,3.7865,3.7465,3.7267,3.6886,3.6504,3.692,3.718,3.7961,3.8451,3.7679,3.7323,0.68747619
NMC,58,J3-200,2.1,1.8194,5,25,21.65952381,3.6551,3.6737,3.6867,3.6681,3.6563,3.6374,3.6235,3.6421,3.6538,3.692,3.7165,3.6802,3.6576,3.6194,3.5915,3.6287,3.6532,3.7295,3.7741,3.7022,3.66,0.866380952
NMC,59,J3-300,2.1,1.7594,5,25,20.9452381,3.6653,3.6842,3.6991,3.6799,3.6669,3.6483,3.6315,3.6514,3.6644,3.7031,3.7307,3.6923,3.6681,3.6306,3.5965,3.6365,3.6635,3.736,3.7903,3.7186,3.6715,0.837809524
NMC,60,J3-400,2.1,1.6817,5,25,20.0202381,3.6783,3.696,3.7121,3.6948,3.6802,3.6613,3.6445,3.6641,3.6774,3.7152,3.7428,3.7056,3.6817,3.6449,3.6086,3.6486,3.6765,3.7506,3.8002,3.7332,3.6848,0.800809524
NMC,61,J3-500,2.1,1.4958,5,25,17.80714286,3.7124,3.7292,3.7444,3.7261,3.7146,3.6954,3.6808,3.7007,3.7112,3.7487,3.7741,3.7366,3.7165,3.6808,3.647,3.6858,3.7096,3.7791,3.8309,3.7577,3.7211,0.712285714
NMC,62,J3-600,2.1,1.301,5,25,15.48809524,3.7385,3.7586,3.7698,3.7506,3.7413,3.7224,3.7087,3.7289,3.7372,3.7729,3.7986,3.7596,3.7434,3.7041,3.6771,3.7149,3.7354,3.8166,3.8547,3.7785,3.7481,0.61952381
NMC,63,J4-100,2.1,1.8809,5,25,22.39166667,3.6507,3.6693,3.679,3.6604,3.652,3.6356,3.6228,3.6424,3.6498,3.687,3.7062,3.67,3.6529,3.6163,3.5953,3.6321,3.6492,3.7248,3.7593,3.6855,3.6554,0.895666667
NMC,64,J4-200,2.1,1.8001,5,25,21.4297619,3.6613,3.679,3.6926,3.674,3.6631,3.6445,3.6306,3.6498,3.6604,3.6966,3.7217,3.6855,3.6641,3.6269,3.5993,3.6374,3.6597,3.7317,3.7769,3.7075,3.6666,0.857190476
NMC,65,J4-400,2.1,1.6412,5,25,19.53809524,3.692,3.7093,3.7242,3.7072,3.6938,3.6755,3.6591,3.6762,3.6907,3.7233,3.754,3.7202,3.6954,3.6607,3.6241,3.6613,3.6898,3.7627,3.8089,3.7437,3.6991,0.78152381
NMC,66,J4-500,2.1,1.4674,5,25,17.46904762,3.723,3.7413,3.7537,3.736,3.7255,3.7072,3.6926,3.7096,3.7214,3.7577,3.7819,3.7465,3.727,3.6948,3.66,3.6982,3.7202,3.7884,3.8358,3.7673,3.732,0.698761905
NMC,67,J4-600,2.1,1.3856,5,25,16.4952381,3.7369,3.7549,3.7664,3.7484,3.7394,3.7202,3.7078,3.7255,3.7351,3.771,3.7946,3.7577,3.7413,3.7065,3.6768,3.7152,3.7335,3.8092,3.8479,3.7769,3.7462,0.659809524
NMC,1,D3-100,2.1,1.9155,5,30,27.36428571,3.6749,3.6938,3.7034,3.6842,3.6762,3.6569,3.647,3.6669,3.6743,3.7127,3.7317,3.6938,3.6774,3.6445,3.6185,3.6557,3.6737,3.7527,3.7862,3.7103,3.6796,0.912142857
NMC,2,D3-200,2.1,1.8499,5,30,26.42714286,3.6858,3.7047,3.7168,3.6988,3.687,3.6693,3.6551,3.6731,3.6848,3.723,3.7462,3.7087,3.6886,3.6514,3.6228,3.6613,3.6842,3.7524,3.8017,3.7332,3.691,0.880904762
NMC,3,D3-300,2.1,1.8004,5,30,25.72,3.6982,3.7155,3.7301,3.7127,3.7,3.6814,3.6662,3.6855,3.6972,3.7348,3.7599,3.7264,3.7013,3.6641,3.6328,3.6718,3.6963,3.7713,3.8157,3.7496,3.7047,0.857333333
NMC,4,D3-400,2.1,1.7452,5,30,24.93142857,3.7131,3.7301,3.7434,3.7264,3.7149,3.7,3.6824,3.7007,3.7118,3.7456,3.7713,3.7366,3.7165,3.6805,3.6495,3.6852,3.7106,3.7735,3.8244,3.7565,3.7205,0.831047619
NMC,5,D3-500,2.1,1.6421,5,30,23.45857143,3.7304,3.7484,3.7599,3.7428,3.7326,3.7152,3.7013,3.7196,3.7289,3.7624,3.7868,3.7521,3.7348,3.7003,3.6703,3.7069,3.7276,3.7965,3.8392,3.7704,3.7391,0.781952381
NMC,6,D3-600,2.1,1.5016,5,30,21.45142857,3.7608,3.7779,3.7881,3.7704,3.763,3.7447,3.7348,3.7521,3.7593,3.7955,3.8138,3.7775,3.7648,3.7307,3.7081,3.7444,3.7577,3.8312,3.8643,3.793,3.7695,0.715047619
NMC,7,D4-100,2.1,1.9134,5,30,27.33428571,3.6749,3.6923,3.7031,3.6848,3.6762,3.6588,3.648,3.6662,3.6743,3.7127,3.7301,3.6923,3.6774,3.6418,3.6197,3.6585,3.6737,3.7468,3.7831,3.709,3.6796,0.911142857
NMC,8,D4-200,2.1,1.8448,5,30,26.35428571,3.6861,3.7034,3.7162,3.6994,3.6873,3.6712,3.6557,3.6731,3.6855,3.7224,3.7453,3.709,3.6886,3.6542,3.6244,3.661,3.6842,3.7555,3.7999,3.7292,3.691,0.87847619
NMC,9,D4-300,2.1,1.7955,5,30,25.65,3.6994,3.7149,3.731,3.7143,3.7016,3.6833,3.6681,3.6861,3.6988,3.736,3.7602,3.727,3.7028,3.6656,3.6352,3.6706,3.6979,3.7655,3.8151,3.7468,3.7059,0.855
NMC,10,D4-400,2.1,1.7384,5,30,24.83428571,3.7149,3.7295,3.7444,3.7276,3.7168,3.7,3.6852,3.7022,3.7137,3.7453,3.7713,3.7385,3.7183,3.6845,3.6532,3.687,3.7124,3.7819,3.8225,3.758,3.7227,0.827809524
NMC,11,D4-500,2.1,1.6765,5,30,23.95,3.7286,3.7453,3.7571,3.7403,3.731,3.7146,3.7,3.7171,3.7267,3.7617,3.7834,3.7515,3.7329,3.6985,3.6693,3.7034,3.7255,3.7934,3.833,3.7686,3.7375,0.798333333
NMC,12,D4-600,2.1,1.6112,5,30,23.01714286,3.7456,3.7627,3.7723,3.7555,3.7481,3.7329,3.7193,3.7363,3.7441,3.7763,3.7974,3.7639,3.75,3.7152,3.692,3.7245,3.7422,3.8107,3.8464,3.7797,3.7546,0.767238095
NMC,13,E3-200,2.1,1.8787,5,30,26.83857143,3.6817,3.696,3.7115,3.6935,3.683,3.6656,3.652,3.6693,3.6808,3.7158,3.7394,3.7059,3.6842,3.6486,3.6216,3.6594,3.6799,3.741,3.7924,3.7242,3.687,0.894619048
NMC,14,E3-300,2.1,1.8272,5,30,26.10285714,3.6945,3.7118,3.7255,3.7084,3.696,3.679,3.6635,3.6799,3.6932,3.7286,3.7543,3.7208,3.6979,3.6616,3.6312,3.6675,3.6923,3.7577,3.8079,3.741,3.701,0.870095238
NMC,15,E3-400,2.1,1.7676,5,30,25.25142857,3.7112,3.7279,3.7413,3.7242,3.7134,3.6969,3.6814,3.6976,3.7103,3.7434,3.7682,3.7351,3.7149,3.6821,3.6495,3.6848,3.709,3.7695,3.82,3.7549,3.7186,0.841714286
NMC,16,E3-500,2.1,1.6929,5,30,24.18428571,3.7264,3.7437,3.7555,3.7388,3.7292,3.7121,3.6985,3.7158,3.7251,3.758,3.7816,3.7481,3.7307,3.6982,3.6678,3.7019,3.7239,3.7853,3.8321,3.7667,3.7351,0.806142857
NMC,17,E3-600,2.1,1.5726,5,30,22.46571429,3.7549,3.7723,3.7813,3.7648,3.7571,3.741,3.7301,3.7472,3.7537,3.7844,3.8058,3.7726,3.7589,3.7282,3.7041,3.7366,3.7521,3.8147,3.8541,3.7875,3.7633,0.748857143
NMC,18,E4-100,2.1,1.9052,5,30,27.21714286,3.6743,3.6895,3.7031,3.6842,3.6755,3.6588,3.6464,3.6659,3.6734,3.7112,3.7304,3.6945,3.6768,3.6383,3.6182,3.6535,3.6728,3.7419,3.7837,3.7143,3.6793,0.907238095
NMC,19,E4-200,2.1,1.8324,5,30,26.17714286,3.6864,3.7044,3.7174,3.6988,3.6879,3.6706,3.6554,3.674,3.6855,3.723,3.7462,3.7134,3.6889,3.6545,3.6235,3.6619,3.6845,3.754,3.8014,3.7344,3.6917,0.872571429
NMC,20,E4-300,2.1,1.7794,5,30,25.42,3.6997,3.7174,3.7317,3.7137,3.7019,3.6845,3.6678,3.6861,3.6988,3.7363,3.7611,3.7273,3.7034,3.6656,3.6343,3.6712,3.6976,3.762,3.8166,3.7459,3.7069,0.847333333
NMC,21,E4-400,2.1,1.7229,5,30,24.61285714,3.7171,3.7348,3.7465,3.7301,3.7189,3.7022,3.687,3.7047,3.7158,3.7509,3.7744,3.7413,3.7208,3.6858,3.6554,3.6901,3.7149,3.7856,3.8265,3.7614,3.7248,0.820428571
NMC,22,E4-500,2.1,1.6562,5,30,23.66,3.7276,3.745,3.7568,3.7391,3.7298,3.7143,3.6994,3.7174,3.7267,3.7617,3.7834,3.7503,3.7317,3.6982,3.6693,3.7031,3.7251,3.7961,3.8355,3.7698,3.736,0.788666667
NMC,23,E4-600,2.1,1.5474,5,30,22.10571429,3.7568,3.7741,3.7834,3.7661,3.7593,3.7447,3.732,3.7496,3.7558,3.7887,3.8082,3.7748,3.7608,3.7273,3.7059,3.74,3.754,3.8247,3.8572,3.7918,3.7651,0.736857143
NMC,24,H3-100,2.1,1.8995,5,30,27.13571429,3.6743,3.6914,3.7028,3.6852,3.6755,3.6566,3.6461,3.6656,3.6734,3.7127,3.7307,3.6948,3.6768,3.6405,3.6179,3.6573,3.6728,3.7428,3.7844,3.7112,3.679,0.90452381
NMC,25,H3-200,2.1,1.8332,5,30,26.18857143,3.6848,3.7038,3.7162,3.6988,3.6861,3.6684,3.6532,3.6715,3.6839,3.7205,3.7456,3.7087,3.6873,3.6489,3.621,3.6591,3.6833,3.7521,3.8014,3.7329,3.6901,0.872952381
NMC,26,H3-400,2.1,1.7239,5,30,24.62714286,3.7155,3.7335,3.7462,3.7286,3.7174,3.6988,3.6845,3.7025,3.714,3.7465,3.7744,3.74,3.7193,3.6821,3.6511,3.6855,3.7127,3.7872,3.8281,3.7593,3.7233,0.820904762
NMC,27,H3-500,2.1,1.6369,5,30,23.38428571,3.7326,3.7484,3.762,3.7444,3.7351,3.7174,3.7038,3.7214,3.7313,3.7676,3.789,3.7534,3.7372,3.7003,3.6731,3.7096,3.7295,3.8033,3.8414,3.7741,3.7416,0.77947619
NMC,28,H3-600,2.1,1.5406,5,30,22.00857143,3.7574,3.7754,3.785,3.7664,3.7596,3.7431,3.731,3.7496,3.7555,3.7934,3.8104,3.7744,3.7617,3.7242,3.7038,3.741,3.754,3.8271,3.8609,3.7903,3.7658,0.733619048
NMC,29,H4-100,2.1,1.8972,5,30,27.10285714,3.6768,3.6932,3.7047,3.6864,3.678,3.66,3.6492,3.6687,3.6759,3.7118,3.7313,3.6951,3.6793,3.6424,3.6225,3.6597,3.6752,3.749,3.7831,3.7146,3.6817,0.903428571
NMC,30,H4-200,2.1,1.8208,5,30,26.01142857,3.6898,3.7078,3.7193,3.7019,3.691,3.6721,3.6597,3.6786,3.6883,3.7214,3.7475,3.7118,3.6923,3.661,3.6294,3.6641,3.6873,3.7565,3.8011,3.7366,3.6951,0.867047619
NMC,31,H4-300,2.1,1.757,5,30,25.1,3.7081,3.7261,3.7388,3.7211,3.71,3.691,3.6771,3.6957,3.7065,3.7388,3.7673,3.7341,3.7115,3.6755,3.6452,3.6817,3.7056,3.7803,3.8219,3.7562,3.7152,0.836666667
NMC,32,H4-400,2.1,1.6401,5,30,23.43,3.7363,3.7512,3.7648,3.7475,3.7388,3.723,3.7084,3.7267,3.7348,3.7701,3.7912,3.7571,3.7403,3.7047,3.6793,3.7162,3.7335,3.8008,3.8426,3.7741,3.7444,0.781
NMC,33,H4-500,2.1,1.4317,5,30,20.45285714,3.7831,3.802,3.8101,3.7912,3.7856,3.7667,3.758,3.7769,3.7816,3.8188,3.8352,3.7983,3.7872,3.7496,3.7326,3.7686,3.7803,3.8532,3.8854,3.8126,3.7909,0.681761905
NMC,34,H4-600,2.1,1.286,5,30,18.37142857,3.8042,3.8234,3.8306,3.812,3.8064,3.7872,3.7797,3.7983,3.803,3.8417,3.856,3.8188,3.8076,3.7707,3.7549,3.7918,3.8017,3.8752,3.9059,3.8309,3.8113,0.612380952
NMC,35,I3-100,2.1,1.9383,5,30,27.69,3.6687,3.6842,3.6979,3.679,3.67,3.6532,3.6405,3.6597,3.6681,3.701,3.7255,3.6883,3.6712,3.6362,3.612,3.652,3.6675,3.7403,3.7794,3.7038,3.6734,0.923
NMC,36,I3-200,2.1,1.8665,5,30,26.66428571,3.6793,3.6982,3.7115,3.6932,3.6805,3.665,3.6467,3.6666,3.678,3.7168,3.7416,3.7062,3.6817,3.6492,3.6135,3.6489,3.6774,3.7555,3.7986,3.7258,3.6842,0.888809524
NMC,37,I3-300,2.1,1.8076,5,30,25.82285714,3.6926,3.7115,3.7267,3.7078,3.6948,3.6771,3.6588,3.6777,3.6917,3.7307,3.7574,3.7199,3.6963,3.6566,3.6225,3.6591,3.6907,3.762,3.8154,3.7425,3.6997,0.860761905
NMC,38,I3-400,2.1,1.745,5,30,24.92857143,3.71,3.7292,3.7425,3.7239,3.7124,3.6929,3.6768,3.6951,3.7084,3.7416,3.7717,3.7369,3.714,3.6808,3.6411,3.6762,3.7069,3.7772,3.8268,3.7555,3.7183,0.830952381
NMC,39,I3-500,2.1,1.6856,5,30,24.08,3.7193,3.7375,3.7509,3.7329,3.7217,3.7041,3.687,3.7047,3.7174,3.7549,3.7794,3.7431,3.7236,3.6901,3.6532,3.6904,3.7158,3.7906,3.8343,3.7642,3.7286,0.802666667
NMC,40,I3-600,2.1,1.6119,5,30,23.02714286,3.7434,3.762,3.7717,3.7537,3.7459,3.7286,3.7152,3.7335,3.7413,3.7766,3.7983,3.7633,3.7478,3.7103,3.6858,3.7211,3.7394,3.8135,3.8501,3.7794,3.7527,0.767571429
NMC,41,I4-100,2.1,1.8945,5,30,27.06428571,3.6749,3.6917,3.7038,3.6852,3.6762,3.6594,3.6467,3.6653,3.6743,3.7109,3.731,3.6938,3.6771,3.6402,3.6191,3.6582,3.6734,3.749,3.7844,3.7118,3.6796,0.902142857
NMC,42,I4-200,2.1,1.8275,5,30,26.10714286,3.6855,3.7047,3.7168,3.6997,3.687,3.669,3.6542,3.6734,3.6845,3.7202,3.7462,3.7124,3.6883,3.6514,3.6222,3.66,3.6839,3.7602,3.802,3.7335,3.691,0.870238095
NMC,43,I4-400,2.1,1.7245,5,30,24.63571429,3.7149,3.7332,3.7459,3.7286,3.7171,3.7,3.6839,3.7016,3.714,3.7475,3.7741,3.74,3.7186,3.6821,3.6504,3.6867,3.7124,3.7772,3.8278,3.7602,3.723,0.821190476
NMC,44,I4-500,2.1,1.6775,5,30,23.96428571,3.7214,3.7369,3.7518,3.7351,3.7242,3.7087,3.6917,3.71,3.7202,3.7571,3.7797,3.7444,3.7261,3.6914,3.6597,3.6966,3.7189,3.7921,3.833,3.7636,3.7304,0.798809524
NMC,45,I4-600,2.1,1.5797,5,30,22.56714286,3.7484,3.7642,3.776,3.7583,3.7509,3.7332,3.7217,3.74,3.7472,3.781,3.802,3.7673,3.7527,3.7199,3.6938,3.7307,3.7456,3.8141,3.8529,3.7847,3.7574,0.752238095
NMC,46,J1-100,2.1,1.9212,5,30,27.44571429,3.6743,3.6926,3.7025,3.6842,3.6755,3.6576,3.6467,3.665,3.6737,3.7106,3.7301,3.6941,3.6765,3.6396,3.6191,3.6554,3.6731,3.7468,3.7825,3.7131,3.679,0.914857143
NMC,47,J1-200,2.1,1.8448,5,30,26.35428571,3.6861,3.7041,3.7171,3.6991,3.6873,3.6703,3.6554,3.6734,3.6855,3.7208,3.7462,3.7115,3.6889,3.6526,3.6238,3.66,3.6845,3.7571,3.8014,3.7332,3.6917,0.87847619
NMC,48,J1-300,2.1,1.7948,5,30,25.64,3.7007,3.718,3.7326,3.7149,3.7022,3.6848,3.6687,3.687,3.6997,3.7357,3.762,3.7261,3.7038,3.6706,3.6352,3.67,3.6988,3.7717,3.8172,3.7484,3.7075,0.854666667
NMC,49,J1-400,2.1,1.7234,5,30,24.62,3.7205,3.7379,3.7503,3.7326,3.7224,3.7053,3.6904,3.7075,3.7193,3.7503,3.7775,3.7456,3.7242,3.6889,3.6588,3.6957,3.7177,3.78,3.8293,3.7627,3.7282,0.820666667
NMC,50,J1-500,2.1,1.6197,5,30,23.13857143,3.7447,3.762,3.7723,3.7555,3.7472,3.7295,3.718,3.7351,3.7434,3.7775,3.7983,3.7655,3.7493,3.7146,3.6904,3.7258,3.7419,3.8113,3.8482,3.7825,3.7537,0.771285714
NMC,51,J1-600,2.1,1.469,5,30,20.98571429,3.7698,3.7875,3.7958,3.7785,3.772,3.7543,3.745,3.763,3.7682,3.8005,3.8206,3.7853,3.7738,3.7382,3.7199,3.7555,3.767,3.8346,3.869,3.8023,3.7779,0.69952381
NMC,52,J2-100,2.1,1.9156,5,30,27.36571429,3.6737,3.6938,3.7047,3.6839,3.6749,3.6557,3.6439,3.6647,3.6734,3.7127,3.7344,3.6938,3.6759,3.638,3.6129,3.6548,3.6728,3.7534,3.7924,3.7124,3.6783,0.912190476
NMC,53,J2-200,2.1,1.8418,5,30,26.31142857,3.6879,3.7069,3.7224,3.7025,3.6895,3.6703,3.6542,3.6734,3.6873,3.7273,3.7543,3.7168,3.6907,3.6554,3.6185,3.6588,3.6864,3.7589,3.8144,3.7385,3.6941,0.877047619
NMC,54,J2-300,2.1,1.7876,5,30,25.53714286,3.7025,3.7205,3.7369,3.7174,3.7047,3.687,3.6684,3.6889,3.7019,3.7403,3.7686,3.731,3.7062,3.6693,3.6315,3.6728,3.7007,3.7766,3.8281,3.7518,3.71,0.851238095
NMC,55,J2-400,2.1,1.7164,5,30,24.52,3.7224,3.7403,3.7537,3.7357,3.7248,3.7053,3.6907,3.7103,3.7208,3.7593,3.7828,3.7487,3.7264,3.6901,3.6569,3.6963,3.7196,3.7934,3.8377,3.7682,3.731,0.817333333
NMC,56,J2-500,2.1,1.5775,5,30,22.53571429,3.7447,3.7639,3.7741,3.7562,3.7472,3.7286,3.7158,3.7351,3.7431,3.7788,3.8014,3.7645,3.7493,3.7109,3.6861,3.7251,3.7416,3.8182,3.8544,3.7813,3.754,0.751190476
NMC,57,J2-600,2.1,1.4437,5,30,20.62428571,3.7769,3.7965,3.8045,3.7862,3.7794,3.762,3.7506,3.7704,3.7751,3.8144,3.8312,3.7927,3.781,3.7428,3.7239,3.763,3.7738,3.8507,3.8829,3.8079,3.7853,0.68747619
NMC,58,J3-200,2.1,1.8194,5,30,25.99142857,3.6904,3.7087,3.7208,3.7034,3.6917,3.6734,3.66,3.6783,3.6895,3.7267,3.75,3.7134,3.6929,3.656,3.6287,3.6669,3.6886,3.763,3.8048,3.7344,3.696,0.866380952
NMC,59,J3-300,2.1,1.7594,5,30,25.13428571,3.7075,3.7236,3.7388,3.7211,3.7096,3.691,3.6762,3.6954,3.7062,3.7413,3.7682,3.7323,3.7112,3.6755,3.6436,3.6817,3.7053,3.7738,3.8237,3.7521,3.7146,0.837809524
NMC,60,J3-400,2.1,1.6817,5,30,24.02428571,3.7273,3.7453,3.7558,3.7394,3.7292,3.7115,3.6991,3.7171,3.7261,3.7577,3.7828,3.7487,3.731,3.6966,3.6693,3.7053,3.7248,3.7949,3.8346,3.7658,3.7351,0.800809524
NMC,61,J3-500,2.1,1.4958,5,30,21.36857143,3.7695,3.7875,3.7961,3.7788,3.7717,3.7537,3.7447,3.7624,3.7686,3.8051,3.8219,3.7868,3.7732,3.7375,3.7186,3.7552,3.767,3.8374,3.8718,3.8005,3.7772,0.712285714
NMC,62,J3-600,2.1,1.301,5,30,18.58571429,3.7955,3.8141,3.8222,3.8039,3.798,3.7791,3.771,3.7899,3.7946,3.8312,3.8473,3.8101,3.7992,3.7617,3.7462,3.7825,3.7934,3.865,3.8975,3.8234,3.8027,0.61952381
NMC,63,J4-100,2.1,1.8809,5,30,26.87,3.683,3.7007,3.7109,3.6926,3.6845,3.6666,3.6563,3.6743,3.6821,3.718,3.7375,3.7028,3.6858,3.6492,3.629,3.6662,3.6814,3.7521,3.7896,3.7193,3.6879,0.895666667
NMC,64,J4-200,2.1,1.8001,5,30,25.71571429,3.7,3.7171,3.7292,3.7115,3.7013,3.6833,3.6703,3.6889,3.6985,3.7298,3.7571,3.722,3.7025,3.6693,3.6408,3.6768,3.6979,3.7655,3.8101,3.741,3.7056,0.857190476
NMC,65,J4-400,2.1,1.6412,5,30,23.44571429,3.7434,3.758,3.7704,3.754,3.7459,3.7292,3.7177,3.7354,3.7422,3.7763,3.7955,3.7624,3.7475,3.7155,3.691,3.7255,3.7413,3.8082,3.8445,3.7788,3.7515,0.78152381
